date,market_name,market_lat,market_lon,commodity,modal_price,arrivals_qty
2023-01-06,Pune_Mandi,18.5,73.8,Onion,1879.2573846104772,883
2023-01-06,Pune_Mandi,18.5,73.8,Potato,2047.8294038019646,373
2023-01-07,Delhi_Mandi,28.6,77.2,Tomato,1973.3901959237871,768
2023-01-07,Delhi_Mandi,28.6,77.2,Onion,1894.768124449658,116
2023-01-07,Delhi_Mandi,28.6,77.2,Potato,2424.7231912402026,787
2023-01-07,Mumbai_Mandi,19.0,72.8,Tomato,1991.8718168627354,677
2023-01-07,Mumbai_Mandi,19.0,72.8,Onion,2286.0360282752745,407
2023-01-07,Mumbai_Mandi,19.0,72.8,Potato,1769.629214112829,603
2023-01-07,Pune_Mandi,18.5,73.8,Tomato,2421.3124998877965,714
2023-01-07,Pune_Mandi,18.5,73.8,Onion,2251.96955807788,566
2023-01-07,Pune_Mandi,18.5,73.8,Potato,2343.0343257126638,634
2023-01-08,Delhi_Mandi,28.6,77.2,Tomato,2321.7254324560977,920
2023-01-08,Delhi_Mandi,28.6,77.2,Onion,2421.360880209056,336
2023-01-08,Delhi_Mandi,28.6,77.2,Potato,1896.1214813305753,426
2023-01-08,Mumbai_Mandi,19.0,72.8,Tomato,2674.944194174203,829
2023-01-08,Mumbai_Mandi,19.0,72.8,Onion,2002.9950105553664,537
2023-01-08,Mumbai_Mandi,19.0,72.8,Potato,2152.5327547126026,246
2023-01-08,Pune_Mandi,18.5,73.8,Tomato,2724.8662355416823,412
2023-01-08,Pune_Mandi,18.5,73.8,Onion,1853.5984290549889,413
2023-01-08,Pune_Mandi,18.5,73.8,Potato,2064.071257089896,172
2023-01-09,Delhi_Mandi,28.6,77.2,Tomato,2015.9204484833306,437
2023-01-09,Delhi_Mandi,28.6,77.2,Onion,1850.5675402059856,917
2023-01-09,Delhi_Mandi,28.6,77.2,Potato,2135.021452722461,191
2023-01-09,Mumbai_Mandi,19.0,72.8,Tomato,1997.5478673629764,574
2023-01-09,Mumbai_Mandi,19.0,72.8,Onion,1900.7182192905013,712
2023-01-09,Mumbai_Mandi,19.0,72.8,Potato,1922.715301415065,180
2023-01-09,Pune_Mandi,18.5,73.8,Tomato,1659.7443326598332,551
2023-01-09,Pune_Mandi,18.5,73.8,Onion,2408.959925133636,165
2023-01-09,Pune_Mandi,18.5,73.8,Potato,2118.3838505349404,875
2023-01-10,Delhi_Mandi,28.6,77.2,Tomato,1756.832824715163,887
2023-01-10,Delhi_Mandi,28.6,77.2,Onion,2170.9278187659957,174
2023-01-10,Delhi_Mandi,28.6,77.2,Potato,1865.944410340919,876
2023-01-10,Mumbai_Mandi,19.0,72.8,Tomato,2251.3555481376848,558
2023-01-10,Mumbai_Mandi,19.0,72.8,Onion,1806.477416425927,520
2023-01-10,Mumbai_Mandi,19.0,72.8,Potato,1760.1583740024425,320
2023-01-10,Pune_Mandi,18.5,73.8,Tomato,2021.8601006282722,391
2023-01-10,Pune_Mandi,18.5,73.8,Onion,1420.123401388947,866
2023-01-10,Pune_Mandi,18.5,73.8,Potato,2124.508337254179,933
2023-01-11,Delhi_Mandi,28.6,77.2,Tomato,1863.8241965301595,596
2023-01-11,Delhi_Mandi,28.6,77.2,Onion,2117.609936513983,210
2023-01-11,Delhi_Mandi,28.6,77.2,Potato,1939.063826564426,375
2023-01-11,Mumbai_Mandi,19.0,72.8,Tomato,1742.7892543360845,154
2023-01-11,Mumbai_Mandi,19.0,72.8,Onion,1830.030260420802,631
2023-01-11,Mumbai_Mandi,19.0,72.8,Potato,1658.948474964875,704
2023-01-11,Pune_Mandi,18.5,73.8,Tomato,2243.3559394599038,213
2023-01-11,Pune_Mandi,18.5,73.8,Onion,2149.8669688188634,120
2023-01-11,Pune_Mandi,18.5,73.8,Potato,1771.38217628944,384
2023-01-12,Delhi_Mandi,28.6,77.2,Tomato,1959.3770136873147,815
2023-01-12,Delhi_Mandi,28.6,77.2,Onion,1746.7517210798724,221
2023-01-12,Delhi_Mandi,28.6,77.2,Potato,2392.1143511611913,224
2023-01-12,Mumbai_Mandi,19.0,72.8,Tomato,1986.3857985088487,415
2023-01-12,Mumbai_Mandi,19.0,72.8,Onion,2022.9942111367575,747
2023-01-12,Mumbai_Mandi,19.0,72.8,Potato,2349.3073173757325,502
2023-01-12,Pune_Mandi,18.5,73.8,Tomato,2297.8200598514427,606
2023-01-12,Pune_Mandi,18.5,73.8,Onion,1885.964531946187,325
2023-01-12,Pune_Mandi,18.5,73.8,Potato,2134.457228787632,496
2023-01-13,Delhi_Mandi,28.6,77.2,Tomato,1941.3491639567803,556
2023-01-13,Delhi_Mandi,28.6,77.2,Onion,1650.7884372046556,684
2023-01-13,Delhi_Mandi,28.6,77.2,Potato,2148.7463895514593,955
2023-01-13,Mumbai_Mandi,19.0,72.8,Tomato,1965.0087001487857,575
2023-01-13,Mumbai_Mandi,19.0,72.8,Onion,1999.5226720570258,330
2023-01-13,Mumbai_Mandi,19.0,72.8,Potato,1954.4032353821533,683
2023-01-13,Pune_Mandi,18.5,73.8,Tomato,1940.570477142486,603
2023-01-13,Pune_Mandi,18.5,73.8,Onion,1898.8446839894798,620
2023-01-13,Pune_Mandi,18.5,73.8,Potato,1643.1831405380922,315
2023-01-14,Delhi_Mandi,28.6,77.2,Tomato,1613.4817889234248,699
2023-01-14,Delhi_Mandi,28.6,77.2,Onion,2260.2004133474975,143
2023-01-14,Delhi_Mandi,28.6,77.2,Potato,1723.8475476739932,690
2023-01-14,Mumbai_Mandi,19.0,72.8,Tomato,2106.11250371636,883
2023-01-14,Mumbai_Mandi,19.0,72.8,Onion,1443.1582693561381,684
2023-01-14,Mumbai_Mandi,19.0,72.8,Potato,1804.9982754270693,277
2023-01-14,Pune_Mandi,18.5,73.8,Tomato,2116.7275670672334,790
2023-01-14,Pune_Mandi,18.5,73.8,Onion,2364.0536235132345,581
2023-01-14,Pune_Mandi,18.5,73.8,Potato,1804.4404156934852,797
2023-01-15,Delhi_Mandi,28.6,77.2,Tomato,2400.0265744203853,992
2023-01-15,Delhi_Mandi,28.6,77.2,Onion,2119.268780500461,676
2023-01-15,Delhi_Mandi,28.6,77.2,Potato,2040.964683385861,734
2023-01-15,Mumbai_Mandi,19.0,72.8,Tomato,1855.5355936322214,249
2023-01-15,Mumbai_Mandi,19.0,72.8,Onion,2111.7563126396203,994
2023-01-15,Mumbai_Mandi,19.0,72.8,Potato,1519.871262350802,658
2023-01-15,Pune_Mandi,18.5,73.8,Tomato,1988.1490576579545,228
2023-01-15,Pune_Mandi,18.5,73.8,Onion,2085.797123344617,889
2023-01-15,Pune_Mandi,18.5,73.8,Potato,1646.2693642648167,210
2023-01-16,Delhi_Mandi,28.6,77.2,Tomato,2006.964832331168,517
2023-01-16,Delhi_Mandi,28.6,77.2,Onion,2009.2879399668109,955
2023-01-16,Delhi_Mandi,28.6,77.2,Potato,1731.8220293956529,781
2023-01-16,Mumbai_Mandi,19.0,72.8,Tomato,1739.0643419243445,531
2023-01-16,Mumbai_Mandi,19.0,72.8,Onion,2155.7772778318613,392
2023-01-16,Mumbai_Mandi,19.0,72.8,Potato,2637.850043342959,645
2023-01-16,Pune_Mandi,18.5,73.8,Tomato,1927.1633796111082,759
2023-01-16,Pune_Mandi,18.5,73.8,Onion,2067.035029837232,481
2023-01-16,Pune_Mandi,18.5,73.8,Potato,1614.4269060335546,912
2023-01-17,Delhi_Mandi,28.6,77.2,Tomato,2468.0917477566773,357
2023-01-17,Delhi_Mandi,28.6,77.2,Onion,2116.160706506344,224
2023-01-17,Delhi_Mandi,28.6,77.2,Potato,1965.3498672434519,760
2023-01-17,Mumbai_Mandi,19.0,72.8,Tomato,2038.0189223657567,875
2023-01-17,Mumbai_Mandi,19.0,72.8,Onion,2492.591628496196,883
2023-01-17,Mumbai_Mandi,19.0,72.8,Potato,1793.1942097615845,833
2023-01-17,Pune_Mandi,18.5,73.8,Tomato,1400.509835933715,879
2023-01-17,Pune_Mandi,18.5,73.8,Onion,2561.8166752884977,785
2023-01-17,Pune_Mandi,18.5,73.8,Potato,1652.012167390049,666
2023-01-18,Delhi_Mandi,28.6,77.2,Tomato,1689.7210985926524,842
2023-01-18,Delhi_Mandi,28.6,77.2,Onion,2521.3242226386797,346
2023-01-18,Delhi_Mandi,28.6,77.2,Potato,2591.4005860678217,726
2023-01-18,Mumbai_Mandi,19.0,72.8,Tomato,2078.4906167664503,824
2023-01-18,Mumbai_Mandi,19.0,72.8,Onion,1922.875904151171,461
2023-01-18,Mumbai_Mandi,19.0,72.8,Potato,1957.6487804422509,666
2023-01-18,Pune_Mandi,18.5,73.8,Tomato,1625.482995129585,669
2023-01-18,Pune_Mandi,18.5,73.8,Onion,2385.7167537979985,391
2023-01-18,Pune_Mandi,18.5,73.8,Potato,1915.3472410181366,259
2023-01-19,Delhi_Mandi,28.6,77.2,Tomato,2199.5709414714174,640
2023-01-19,Delhi_Mandi,28.6,77.2,Onion,2710.3376163100606,922
2023-01-19,Delhi_Mandi,28.6,77.2,Potato,2308.651926284061,277
2023-01-19,Mumbai_Mandi,19.0,72.8,Tomato,1688.3691266793408,802
2023-01-19,Mumbai_Mandi,19.0,72.8,Onion,2615.753117855522,303
2023-01-19,Mumbai_Mandi,19.0,72.8,Potato,2157.275745338222,301
2023-01-19,Pune_Mandi,18.5,73.8,Tomato,2182.525466540315,278
2023-01-19,Pune_Mandi,18.5,73.8,Onion,2306.32075531822,209
2023-01-19,Pune_Mandi,18.5,73.8,Potato,2654.608560086089,303
2023-01-20,Delhi_Mandi,28.6,77.2,Tomato,1909.1048235781473,760
2023-01-20,Delhi_Mandi,28.6,77.2,Onion,2113.2227879490824,210
2023-01-20,Delhi_Mandi,28.6,77.2,Potato,1579.4431216632884,670
2023-01-20,Mumbai_Mandi,19.0,72.8,Tomato,2486.696632457567,295
2023-01-20,Mumbai_Mandi,19.0,72.8,Onion,1996.923901850197,651
2023-01-20,Mumbai_Mandi,19.0,72.8,Potato,2192.866958006811,472
2023-01-20,Pune_Mandi,18.5,73.8,Tomato,2287.2604548452136,532
2023-01-20,Pune_Mandi,18.5,73.8,Onion,1811.305846406579,190
2023-01-20,Pune_Mandi,18.5,73.8,Potato,2094.149566734984,133
2023-01-21,Delhi_Mandi,28.6,77.2,Tomato,1685.9202406431396,548
2023-01-21,Delhi_Mandi,28.6,77.2,Onion,2037.3167071673456,915
2023-01-21,Delhi_Mandi,28.6,77.2,Potato,2235.774438608822,993
2023-01-21,Mumbai_Mandi,19.0,72.8,Tomato,1855.3720545345373,338
2023-01-21,Mumbai_Mandi,19.0,72.8,Onion,1426.3411637264867,965
2023-01-21,Mumbai_Mandi,19.0,72.8,Potato,2149.0852366233926,735
2023-01-21,Pune_Mandi,18.5,73.8,Tomato,1969.0294544475983,962
2023-01-21,Pune_Mandi,18.5,73.8,Onion,2019.9519512368372,307
2023-01-21,Pune_Mandi,18.5,73.8,Potato,2200.5813149001715,342
2023-01-22,Delhi_Mandi,28.6,77.2,Tomato,2433.6316375898773,198
2023-01-22,Delhi_Mandi,28.6,77.2,Onion,1556.815486463122,568
2023-01-22,Delhi_Mandi,28.6,77.2,Potato,1596.428630528152,383
2023-01-22,Mumbai_Mandi,19.0,72.8,Tomato,1575.7528302037415,543
2023-01-22,Mumbai_Mandi,19.0,72.8,Onion,1965.9935548372328,440
2023-01-22,Mumbai_Mandi,19.0,72.8,Potato,2233.041012520548,926
2023-01-22,Pune_Mandi,18.5,73.8,Tomato,1601.4925303787697,813
2023-01-22,Pune_Mandi,18.5,73.8,Onion,1946.3249274889342,733
2023-01-22,Pune_Mandi,18.5,73.8,Potato,1726.6818559409835,424
2023-01-23,Delhi_Mandi,28.6,77.2,Tomato,1587.6581279353368,965
2023-01-23,Delhi_Mandi,28.6,77.2,Onion,2161.307585882839,516
2023-01-23,Delhi_Mandi,28.6,77.2,Potato,2312.5888669614187,741
2023-01-23,Mumbai_Mandi,19.0,72.8,Tomato,1541.7302711045922,677
2023-01-23,Mumbai_Mandi,19.0,72.8,Onion,1961.70253453589,764
2023-01-23,Mumbai_Mandi,19.0,72.8,Potato,2111.383687813605,686
2023-01-23,Pune_Mandi,18.5,73.8,Tomato,1964.0642721469783,180
2023-01-23,Pune_Mandi,18.5,73.8,Onion,1501.5069478165144,986
2023-01-23,Pune_Mandi,18.5,73.8,Potato,1926.2437548906237,287
2023-01-24,Delhi_Mandi,28.6,77.2,Tomato,1801.9211130064034,292
2023-01-24,Delhi_Mandi,28.6,77.2,Onion,2042.799074421938,184
2023-01-24,Delhi_Mandi,28.6,77.2,Potato,1754.8086524184678,425
2023-01-24,Mumbai_Mandi,19.0,72.8,Tomato,1997.2240578558317,434
2023-01-24,Mumbai_Mandi,19.0,72.8,Onion,2364.523405858889,267
2023-01-24,Mumbai_Mandi,19.0,72.8,Potato,2613.372538182203,809
2023-01-24,Pune_Mandi,18.5,73.8,Tomato,1462.2534766671629,981
2023-01-24,Pune_Mandi,18.5,73.8,Onion,1736.0032883546924,716
2023-01-24,Pune_Mandi,18.5,73.8,Potato,1921.857809248872,832
2023-01-25,Delhi_Mandi,28.6,77.2,Tomato,2323.5678135886037,430
2023-01-25,Delhi_Mandi,28.6,77.2,Onion,1885.841570379159,851
2023-01-25,Delhi_Mandi,28.6,77.2,Potato,1744.0165540816972,245
2023-01-25,Mumbai_Mandi,19.0,72.8,Tomato,1889.5474660274067,491
2023-01-25,Mumbai_Mandi,19.0,72.8,Onion,2014.5759473011672,260
2023-01-25,Mumbai_Mandi,19.0,72.8,Potato,1472.4961416794008,109
2023-01-25,Pune_Mandi,18.5,73.8,Tomato,1905.7788735189608,897
2023-01-25,Pune_Mandi,18.5,73.8,Onion,1650.6455731798872,347
2023-01-25,Pune_Mandi,18.5,73.8,Potato,1834.12631267577,456
2023-01-26,Delhi_Mandi,28.6,77.2,Tomato,2062.6968439493317,203
2023-01-26,Delhi_Mandi,28.6,77.2,Onion,1828.324728211292,909
2023-01-26,Delhi_Mandi,28.6,77.2,Potato,2031.9228847895324,846
2023-01-26,Mumbai_Mandi,19.0,72.8,Tomato,1930.4400134088794,755
2023-01-26,Mumbai_Mandi,19.0,72.8,Onion,1809.7474149114782,790
2023-01-26,Mumbai_Mandi,19.0,72.8,Potato,2310.7296815386785,449
2023-01-26,Pune_Mandi,18.5,73.8,Tomato,2044.284344280842,707
2023-01-26,Pune_Mandi,18.5,73.8,Onion,2144.307940912785,901
2023-01-26,Pune_Mandi,18.5,73.8,Potato,2283.4963920168198,270
2023-01-27,Delhi_Mandi,28.6,77.2,Tomato,2112.9253576653405,808
2023-01-27,Delhi_Mandi,28.6,77.2,Onion,1819.394325381385,457
2023-01-27,Delhi_Mandi,28.6,77.2,Potato,1846.687446557142,897
2023-01-27,Mumbai_Mandi,19.0,72.8,Tomato,1819.1455259428412,832
2023-01-27,Mumbai_Mandi,19.0,72.8,Onion,2037.725435158632,749
2023-01-27,Mumbai_Mandi,19.0,72.8,Potato,1691.4664062564766,982
2023-01-27,Pune_Mandi,18.5,73.8,Tomato,1895.0361240937877,794
2023-01-27,Pune_Mandi,18.5,73.8,Onion,1834.664809340115,372
2023-01-27,Pune_Mandi,18.5,73.8,Potato,1747.4818484330754,380
2023-01-28,Delhi_Mandi,28.6,77.2,Tomato,2151.730539007723,746
2023-01-28,Delhi_Mandi,28.6,77.2,Onion,2019.8197219078415,814
2023-01-28,Delhi_Mandi,28.6,77.2,Potato,1655.0334675960041,372
2023-01-28,Mumbai_Mandi,19.0,72.8,Tomato,1810.51965033364,160
2023-01-28,Mumbai_Mandi,19.0,72.8,Onion,1837.0026632252448,890
2023-01-28,Mumbai_Mandi,19.0,72.8,Potato,1876.7364759473144,139
2023-01-28,Pune_Mandi,18.5,73.8,Tomato,2635.6438705086293,104
2023-01-28,Pune_Mandi,18.5,73.8,Onion,1447.2121687918525,780
2023-01-28,Pune_Mandi,18.5,73.8,Potato,1996.175680954169,520
2023-01-29,Delhi_Mandi,28.6,77.2,Tomato,1978.4431954255258,849
2023-01-29,Delhi_Mandi,28.6,77.2,Onion,1985.6602616179612,226
2023-01-29,Delhi_Mandi,28.6,77.2,Potato,1954.8960485086945,972
2023-01-29,Mumbai_Mandi,19.0,72.8,Tomato,1998.577198383544,726
2023-01-29,Mumbai_Mandi,19.0,72.8,Onion,1810.5528069174334,165
2023-01-29,Mumbai_Mandi,19.0,72.8,Potato,1833.4612100319262,770
2023-01-29,Pune_Mandi,18.5,73.8,Tomato,2161.5217570693876,100
2023-01-29,Pune_Mandi,18.5,73.8,Onion,1871.0842386340794,889
2023-01-29,Pune_Mandi,18.5,73.8,Potato,1911.3663398332533,835
2023-01-30,Delhi_Mandi,28.6,77.2,Tomato,2117.433302376594,686
2023-01-30,Delhi_Mandi,28.6,77.2,Onion,2280.5606253382884,871
2023-01-30,Delhi_Mandi,28.6,77.2,Potato,2227.3943950533153,952
2023-01-30,Mumbai_Mandi,19.0,72.8,Tomato,2227.4384504091877,905
2023-01-30,Mumbai_Mandi,19.0,72.8,Onion,1803.4853353734607,730
2023-01-30,Mumbai_Mandi,19.0,72.8,Potato,2211.69614005482,643
2023-01-30,Pune_Mandi,18.5,73.8,Tomato,2321.9617449509246,835
2023-01-30,Pune_Mandi,18.5,73.8,Onion,2621.0322292166225,462
2023-01-30,Pune_Mandi,18.5,73.8,Potato,1845.5439269070935,923
2023-01-31,Delhi_Mandi,28.6,77.2,Tomato,1942.270618398833,781
2023-01-31,Delhi_Mandi,28.6,77.2,Onion,2340.2937530134245,984
2023-01-31,Delhi_Mandi,28.6,77.2,Potato,2188.663709664685,711
2023-01-31,Mumbai_Mandi,19.0,72.8,Tomato,1973.2465339951198,360
2023-01-31,Mumbai_Mandi,19.0,72.8,Onion,2021.6425892655966,717
2023-01-31,Mumbai_Mandi,19.0,72.8,Potato,1348.3795812321546,524
2023-01-31,Pune_Mandi,18.5,73.8,Tomato,2169.54839831371,863
2023-01-31,Pune_Mandi,18.5,73.8,Onion,2375.183995982309,767
2023-01-31,Pune_Mandi,18.5,73.8,Potato,2164.754709137005,219
2023-02-01,Delhi_Mandi,28.6,77.2,Tomato,1969.0039242448588,266
2023-02-01,Delhi_Mandi,28.6,77.2,Onion,1638.3488118066975,317
2023-02-01,Delhi_Mandi,28.6,77.2,Potato,1946.6053726657858,587
2023-02-01,Mumbai_Mandi,19.0,72.8,Tomato,2124.0505758221534,652
2023-02-01,Mumbai_Mandi,19.0,72.8,Onion,1831.4697641745313,950
2023-02-01,Mumbai_Mandi,19.0,72.8,Potato,1801.5326184410774,161
2023-02-01,Pune_Mandi,18.5,73.8,Tomato,2005.2791544044135,534
2023-02-01,Pune_Mandi,18.5,73.8,Onion,2077.058851520843,655
2023-02-01,Pune_Mandi,18.5,73.8,Potato,1531.4462753249106,653
2023-02-02,Delhi_Mandi,28.6,77.2,Tomato,1857.4581030270936,850
2023-02-02,Delhi_Mandi,28.6,77.2,Onion,1974.7532313318127,742
2023-02-02,Delhi_Mandi,28.6,77.2,Potato,1653.169064958414,312
2023-02-02,Mumbai_Mandi,19.0,72.8,Tomato,1855.8459954384289,163
2023-02-02,Mumbai_Mandi,19.0,72.8,Onion,2372.1721089403386,684
2023-02-02,Mumbai_Mandi,19.0,72.8,Potato,1821.377222093242,242
2023-02-02,Pune_Mandi,18.5,73.8,Tomato,1582.9664972181401,483
2023-02-02,Pune_Mandi,18.5,73.8,Onion,1808.1909785985101,443
2023-02-02,Pune_Mandi,18.5,73.8,Potato,2302.8041905317773,418
2023-02-03,Delhi_Mandi,28.6,77.2,Tomato,2065.3647408118436,969
2023-02-03,Delhi_Mandi,28.6,77.2,Onion,2698.6889607525163,407
2023-02-03,Delhi_Mandi,28.6,77.2,Potato,1808.2620125078292,117
2023-02-03,Mumbai_Mandi,19.0,72.8,Tomato,2060.2085977701017,349
2023-02-03,Mumbai_Mandi,19.0,72.8,Onion,2009.366396763127,940
2023-02-03,Mumbai_Mandi,19.0,72.8,Potato,1840.7360536021692,556
2023-02-03,Pune_Mandi,18.5,73.8,Tomato,2206.0232459975514,764
2023-02-03,Pune_Mandi,18.5,73.8,Onion,2119.561502827754,692
2023-02-03,Pune_Mandi,18.5,73.8,Potato,1595.5657451450168,690
2023-02-04,Delhi_Mandi,28.6,77.2,Tomato,1969.9721416784648,792
2023-02-04,Delhi_Mandi,28.6,77.2,Onion,2469.3169127281453,927
2023-02-04,Delhi_Mandi,28.6,77.2,Potato,1991.9560686291188,401
2023-02-04,Mumbai_Mandi,19.0,72.8,Tomato,2258.9093119419044,414
2023-02-04,Mumbai_Mandi,19.0,72.8,Onion,1656.0065005560145,767
2023-02-04,Mumbai_Mandi,19.0,72.8,Potato,2230.809218554736,676
2023-02-04,Pune_Mandi,18.5,73.8,Tomato,2214.843857892292,557
2023-02-04,Pune_Mandi,18.5,73.8,Onion,2033.5077731949643,169
2023-02-04,Pune_Mandi,18.5,73.8,Potato,1472.2636749098501,273
2023-02-05,Delhi_Mandi,28.6,77.2,Tomato,1553.5394331158334,173
2023-02-05,Delhi_Mandi,28.6,77.2,Onion,1725.3950537295939,626
2023-02-05,Delhi_Mandi,28.6,77.2,Potato,2026.2829867299517,107
2023-02-05,Mumbai_Mandi,19.0,72.8,Tomato,2098.0016597426697,841
2023-02-05,Mumbai_Mandi,19.0,72.8,Onion,1958.7781462680107,632
2023-02-05,Mumbai_Mandi,19.0,72.8,Potato,2191.0294875139602,518
2023-02-05,Pune_Mandi,18.5,73.8,Tomato,1743.9488232037925,278
2023-02-05,Pune_Mandi,18.5,73.8,Onion,1687.484896810282,903
2023-02-05,Pune_Mandi,18.5,73.8,Potato,2283.9852998536776,510
2023-02-06,Delhi_Mandi,28.6,77.2,Tomato,1650.621584051854,875
2023-02-06,Delhi_Mandi,28.6,77.2,Onion,1855.9163024822915,293
2023-02-06,Delhi_Mandi,28.6,77.2,Potato,2472.072462444457,625
2023-02-06,Mumbai_Mandi,19.0,72.8,Tomato,1535.4295555484316,475
2023-02-06,Mumbai_Mandi,19.0,72.8,Onion,1902.4994317192131,146
2023-02-06,Mumbai_Mandi,19.0,72.8,Potato,2434.9121743608484,402
2023-02-06,Pune_Mandi,18.5,73.8,Tomato,1467.079372986774,405
2023-02-06,Pune_Mandi,18.5,73.8,Onion,2162.194905597392,334
2023-02-06,Pune_Mandi,18.5,73.8,Potato,1866.788567973435,295
2023-02-07,Delhi_Mandi,28.6,77.2,Tomato,1711.711241357686,583
2023-02-07,Delhi_Mandi,28.6,77.2,Onion,2622.359911467214,932
2023-02-07,Delhi_Mandi,28.6,77.2,Potato,1829.5725885849156,463
2023-02-07,Mumbai_Mandi,19.0,72.8,Tomato,1967.34980475227,221
2023-02-07,Mumbai_Mandi,19.0,72.8,Onion,2156.9109971418643,695
2023-02-07,Mumbai_Mandi,19.0,72.8,Potato,1616.578876726941,836
2023-02-07,Pune_Mandi,18.5,73.8,Tomato,2044.3876385293959,726
2023-02-07,Pune_Mandi,18.5,73.8,Onion,2025.8296082694606,854
2023-02-07,Pune_Mandi,18.5,73.8,Potato,2020.4883775243618,527
2023-02-08,Delhi_Mandi,28.6,77.2,Tomato,2134.415809921482,983
2023-02-08,Delhi_Mandi,28.6,77.2,Onion,1544.4586624697959,476
2023-02-08,Delhi_Mandi,28.6,77.2,Potato,1859.381065682853,403
2023-02-08,Mumbai_Mandi,19.0,72.8,Tomato,1815.069568191637,572
2023-02-08,Mumbai_Mandi,19.0,72.8,Onion,1937.39501860175,757
2023-02-08,Mumbai_Mandi,19.0,72.8,Potato,2289.0597757500423,281
